x,y,z
-1.64885496183,1.01526717557,0.221374045802
-1.74045801527,0.824427480916,0.358778625954
-1.70992366412,0.862595419847,0.30534351145
-1.53435114504,0.954198473282,0.374045801527
-1.52671755725,0.748091603053,0.312977099237
-1.6106870229,0.763358778626,0.351145038168
-1.62595419847,0.87786259542,0.213740458015
-1.48091603053,0.908396946565,0.320610687023
-1.58015267176,0.961832061069,0.290076335878
-1.58015267176,0.725190839695,0.511450381679
-1.4427480916,0.916030534351,0.30534351145
-1.56488549618,1.02290076336,0.251908396947
-1.48854961832,1.03816793893,0.145038167939
-1.65648854962,0.93893129771,0.18320610687
-1.64885496183,1.06870229008,0.297709923664
-1.48091603053,0.793893129771,0.259541984733
-1.58778625954,0.977099236641,0.206106870229
-1.51145038168,0.946564885496,0.137404580153
-1.52671755725,0.832061068702,0.221374045802
-1.6641221374,0.839694656489,0.404580152672
-1.59541984733,0.87786259542,0.351145038168
-1.64885496183,1.0534351145,0.0839694656489
-1.67175572519,0.908396946565,0.473282442748
-1.5572519084,0.847328244275,0.343511450382
-1.80916030534,0.854961832061,0.374045801527
-1.48091603053,0.793893129771,0.404580152672
-1.47328244275,0.778625954198,0.267175572519
-1.78625954198,0.954198473282,0.442748091603
-1.51908396947,0.625954198473,0.473282442748
-1.75572519084,0.793893129771,0.480916030534
-1.64885496183,0.908396946565,0.374045801527
-1.54198473282,0.824427480916,0.18320610687
-1.85496183206,1.03053435115,0.435114503817
-1.52671755725,1.00763358779,0.358778625954
-1.68702290076,0.847328244275,0.236641221374
-1.58778625954,0.954198473282,0.282442748092
-1.54198473282,0.870229007634,0.335877862595
-1.45801526718,0.93893129771,0.190839694656
-1.57251908397,0.778625954198,0.450381679389
-1.80916030534,0.931297709924,0.251908396947
-1.58778625954,0.946564885496,0.343511450382
-1.52671755725,0.870229007634,0.404580152672
-1.6106870229,0.824427480916,0.328244274809
-1.67175572519,1.01526717557,0.198473282443
-1.59541984733,0.809160305344,0.312977099237
-1.6106870229,0.809160305344,0.274809160305
-1.60305343511,0.786259541985,0.229007633588
-1.45038167939,0.824427480916,0.458015267176
-1.81679389313,1.11450381679,0.381679389313
-1.58015267176,0.75572519084,0.328244274809
-1.67175572519,0.931297709924,0.30534351145
-1.58778625954,0.809160305344,0.251908396947
-1.45801526718,0.725190839695,0.145038167939
-1.6106870229,0.770992366412,0.236641221374
-1.75572519084,0.931297709924,0.267175572519
-1.54961832061,0.931297709924,0.290076335878
-1.75572519084,0.93893129771,0.480916030534
-1.74809160305,0.847328244275,0.236641221374
-1.61832061069,1.0534351145,0.30534351145
-1.51145038168,0.81679389313,0.160305343511
-1.52671755725,0.839694656489,0.236641221374
-1.6641221374,0.961832061069,0.312977099237
-1.53435114504,0.847328244275,0.389312977099
-1.64885496183,0.618320610687,0.351145038168
-1.54961832061,0.916030534351,0.290076335878
-1.65648854962,0.786259541985,0.290076335878
-1.57251908397,1.03053435115,0.381679389313
-1.59541984733,0.969465648855,0.36641221374
-1.50381679389,0.992366412214,0.442748091603
-1.54961832061,0.847328244275,0.36641221374
-1.73282442748,1.03053435115,0.389312977099
-1.72519083969,1.21374045802,0.351145038168
-1.57251908397,0.984732824427,0.412213740458
-1.65648854962,0.786259541985,0.328244274809
-1.71755725191,1.06106870229,0.404580152672
-1.58778625954,1.09160305344,0.450381679389
-1.63358778626,0.770992366412,0.412213740458
-1.4427480916,0.954198473282,0.358778625954
-1.63358778626,0.839694656489,0.259541984733
-1.67938931298,1.06870229008,0.259541984733
-1.69465648855,0.93893129771,0.229007633588
-1.6106870229,0.931297709924,0.274809160305
-1.6641221374,0.832061068702,0.145038167939
-1.39694656489,0.862595419847,0.36641221374
-1.6106870229,0.580152671756,0.320610687023
-1.68702290076,1.0,0.18320610687
-1.5572519084,0.832061068702,0.229007633588
-1.56488549618,1.14503816794,0.328244274809
-1.57251908397,1.04580152672,0.18320610687
-1.65648854962,0.832061068702,0.221374045802
-1.74045801527,1.0534351145,0.259541984733
-1.58778625954,0.702290076336,0.267175572519
-1.67938931298,0.946564885496,0.259541984733
-1.57251908397,0.664122137405,0.343511450382
-1.50381679389,0.93893129771,0.18320610687
-1.67175572519,0.969465648855,0.106870229008
-1.54961832061,0.954198473282,0.419847328244
-1.65648854962,1.13740458015,0.404580152672
-1.64885496183,0.793893129771,0.198473282443
-1.41984732824,0.839694656489,0.496183206107
-1.38167938931,1.06106870229,0.587786259542
-1.58015267176,0.870229007634,0.213740458015
-1.7786259542,0.984732824427,0.259541984733
-1.64885496183,0.679389312977,0.152671755725
-1.68702290076,0.931297709924,0.129770992366
-1.69465648855,0.984732824427,0.343511450382
-1.82442748092,0.885496183206,0.160305343511
-1.6106870229,0.885496183206,0.251908396947
-1.70992366412,0.931297709924,0.396946564885
-1.73282442748,0.992366412214,0.312977099237
-1.51908396947,0.702290076336,0.427480916031
-1.6106870229,0.75572519084,0.343511450382
-1.64885496183,0.793893129771,0.160305343511
-1.80152671756,0.725190839695,0.267175572519
-1.64122137405,0.931297709924,0.229007633588
-1.51908396947,0.847328244275,0.320610687023
-1.69465648855,0.709923664122,0.30534351145
-1.70229007634,0.81679389313,0.282442748092
-1.41984732824,0.732824427481,0.30534351145
