x,y,z
0.208295544434,0.0383072265625,9.94551369629
0.169988317871,0.0191536132812,9.92875428467
0.205901342773,0.0430956298828,9.87368764648
0.184353527832,0.0143652099609,9.89523546143
0.284909997559,0.0790086547852,10.0867715942
0.167594116211,0.0742202514648,9.90002386475
0.225054956055,0.0430956298828,10.0843773926
0.189141931152,0.0718260498047,9.96945571289
0.213083947754,0.0622492431641,9.93593688965
0.208295544434,0.0263362182617,9.84974562988
0.225054956055,0.0359130249023,9.89284125977
0.227449157715,0.0622492431641,9.88565865479
0.16041151123,0.0502782348633,9.93114848633
0.225054956055,0.126892687988,9.89762966309
0.205901342773,0.0263362182617,9.97184991455
0.165199914551,-0.00718260498047,9.93114848633
0.232237561035,0.0502782348633,9.95748470459
0.198718737793,0.0407014282227,9.88326445312
0.241814367676,0.0790086547852,9.82340941162
0.227449157715,0.0215478149414,9.93354268799
0.203507141113,0.0143652099609,9.92157167969
0.284909997559,0.100556469727,9.8784760498
0.191536132812,0.00478840332031,9.88565865479
0.203507141113,0.0119710083008,9.8665050415
0.210689746094,0.0909796630859,9.84974562988
0.208295544434,0.0861912597656,9.93593688965
0.244208569336,0.0526724365234,9.99818613281
0.201112939453,0.0574608398438,9.87368764648
0.225054956055,0.0909796630859,9.8784760498
0.198718737793,0.0885854614258,9.90241806641
0.177170922852,0.0694318481445,9.89284125977
0.198718737793,-0.00239420166016,9.94072529297
0.256179577637,0.112527478027,9.79946739502
0.210689746094,0.0670376464844,9.94551369629
0.201112939453,0.0359130249023,9.91199487305
0.227449157715,0.0526724365234,9.93593688965
0.241814367676,0.00718260498047,9.8665050415
0.169988317871,-0.114921679688,9.90241806641
0.237025964355,0.0502782348633,9.8784760498
0.184353527832,-0.0909796630859,9.89762966309
0.215478149414,0.0335188232422,9.89044705811
0.234631762695,0.0383072265625,9.87608184814
0.220266552734,-0.00478840332031,9.88087025146
0.181959326172,0.0526724365234,9.82101520996
0.15801730957,0.00239420166016,9.96466730957
0.220266552734,0.0885854614258,9.97424411621
0.196324536133,0.031124621582,9.8784760498
0.191536132812,0.0263362182617,9.85692823486
0.220266552734,0.0167594116211,9.86889924316
0.258573779297,0.0957680664062,9.91438907471
0.189141931152,0.0814028564453,9.89284125977
0.275333190918,0.0119710083008,9.90481226807
0.191536132812,0.031124621582,9.92396588135
0.225054956055,0.0287304199219,9.89044705811
0.201112939453,0.0287304199219,9.95987890625
0.177170922852,0.0359130249023,9.91438907471
0.189141931152,0.0670376464844,9.81383260498
0.179565124512,0.136469494629,9.86171663818
0.198718737793,0.0383072265625,9.97424411621
0.217872351074,0.0359130249023,9.8665050415
0.232237561035,0.0407014282227,9.89762966309
0.179565124512,0.0,9.85932243652
0.196324536133,0.0263362182617,9.85692823486
0.220266552734,0.00478840332031,9.8425630249
0.210689746094,0.0670376464844,9.95509050293
0.16041151123,0.0694318481445,9.87129344482
0.177170922852,0.045489831543,9.87608184814
0.208295544434,0.045489831543,9.94551369629
0.210689746094,0.0263362182617,9.81622680664
0.241814367676,0.0742202514648,9.87129344482
0.222660754395,0.031124621582,9.91199487305
0.215478149414,0.0814028564453,9.89762966309
0.191536132812,-0.00957680664062,9.87608184814
0.217872351074,0.0526724365234,9.89044705811
0.193930334473,0.0119710083008,9.94311949463
0.215478149414,0.0670376464844,9.90720646973
0.177170922852,0.0430956298828,9.83777462158
0.220266552734,0.0622492431641,9.94072529297
0.198718737793,0.0407014282227,9.88326445312
0.184353527832,0.0263362182617,9.87608184814
0.201112939453,0.102950671387,9.85692823486
0.220266552734,0.0,9.89284125977
0.162805712891,0.0550666381836,9.98382092285
0.220266552734,-0.00718260498047,9.86171663818
0.172382519531,0.00478840332031,9.82819781494
0.177170922852,0.0550666381836,9.93593688965
0.189141931152,0.0837970581055,9.98621512451
0.14604630127,0.0646434448242,9.89044705811
0.213083947754,0.0933738647461,9.94311949463
0.15801730957,0.0478840332031,9.88805285645
0.186747729492,0.045489831543,9.91438907471
0.165199914551,0.0526724365234,9.95509050293
0.251391174316,0.131681091309,9.92875428467
0.251391174316,0.0550666381836,9.91678327637
0.237025964355,0.0502782348633,9.8305920166
0.15801730957,0.0359130249023,9.87129344482
0.234631762695,0.0359130249023,9.86411083984
0.15562310791,0.0526724365234,9.87129344482
0.205901342773,0.0742202514648,9.92396588135
0.215478149414,0.031124621582,9.91678327637
0.292092602539,0.031124621582,9.82819781494
0.193930334473,0.0550666381836,9.86411083984
0.217872351074,0.0790086547852,9.91438907471
0.169988317871,0.0814028564453,10.0293107544
0.203507141113,0.0119710083008,9.91438907471
0.196324536133,0.0933738647461,9.93354268799
0.227449157715,0.0550666381836,9.84016882324
0.237025964355,0.0359130249023,9.8784760498
0.193930334473,0.0694318481445,9.90960067139
0.201112939453,0.0885854614258,9.88326445312
0.14844050293,0.0646434448242,9.84974562988
0.198718737793,0.0646434448242,9.91199487305
0.0933738647461,0.00239420166016,9.95030209961
0.222660754395,0.0526724365234,9.91678327637
0.239420166016,0.0430956298828,9.79707319336
0.30166940918,0.0814028564453,9.88326445312
0.277727392578,0.0335188232422,9.96945571289
0.225054956055,0.129286889648,9.91438907471
0.241814367676,0.0359130249023,9.85213983154
0.282515795898,0.102950671387,9.82580361328
0.189141931152,0.0167594116211,9.82580361328
0.222660754395,0.0143652099609,9.95269630127
0.15322890625,0.0598550415039,9.92157167969
0.15562310791,0.00957680664062,10.0221281494
0.198718737793,0.0215478149414,9.93354268799
0.253785375977,0.0622492431641,9.86889924316
0.196324536133,0.0670376464844,9.93593688965
0.186747729492,0.0167594116211,10.0221281494
0.217872351074,0.0383072265625,9.87368764648
0.16041151123,0.076614453125,9.91678327637
0.196324536133,0.102950671387,9.93354268799
0.203507141113,0.0790086547852,9.88805285645
0.174776721191,0.0718260498047,9.83777462158
0.14604630127,0.0167594116211,9.92636008301
0.15322890625,0.0814028564453,9.90481226807
0.136469494629,0.0622492431641,9.88087025146
0.181959326172,0.00957680664062,9.91678327637
0.184353527832,0.0383072265625,10.0843773926
0.196324536133,0.0526724365234,9.85932243652
0.172382519531,0.0861912597656,9.91199487305
0.174776721191,0.0215478149414,9.91438907471
0.215478149414,0.0287304199219,9.91199487305
0.213083947754,0.0574608398438,9.88326445312
0.205901342773,0.0407014282227,9.93833109131
0.196324536133,0.0598550415039,10.0843773926
0.193930334473,0.0383072265625,9.90481226807
0.277727392578,0.110133276367,9.92636008301
0.184353527832,0.0478840332031,9.95030209961
0.196324536133,0.0359130249023,9.83777462158
0.203507141113,0.0790086547852,9.90241806641
0.217872351074,0.0550666381836,9.93593688965
0.215478149414,0.0718260498047,9.89523546143
0.229843359375,0.0598550415039,9.87129344482
0.220266552734,0.00957680664062,9.84495722656
0.169988317871,0.112527478027,9.87129344482
0.213083947754,0.0790086547852,9.90241806641
0.174776721191,0.0335188232422,9.94551369629
0.241814367676,0.0790086547852,9.82340941162
0.210689746094,0.0742202514648,9.89762966309
0.265756384277,0.0837970581055,9.90960067139
0.193930334473,0.0837970581055,9.96706151123
0.225054956055,0.0191536132812,9.89284125977
0.198718737793,0.0981622680664,9.88326445312
0.225054956055,0.045489831543,9.94790789795
0.198718737793,0.0167594116211,9.87368764648
0.15801730957,0.0430956298828,9.91917747803
0.232237561035,0.117315881348,9.89762966309
0.227449157715,0.0239420166016,9.88805285645
0.186747729492,0.0574608398438,9.91678327637
0.213083947754,0.0407014282227,9.89044705811
0.220266552734,0.0718260498047,9.82580361328
0.186747729492,0.0574608398438,9.90720646973
0.210689746094,0.076614453125,9.97424411621
0.275333190918,0.045489831543,9.92636008301
0.184353527832,0.0430956298828,9.92157167969
