kPosicaox,kPosicaoy,kPosicaoz,SetPointx,SetPointy,SetPointz,Largura de Pulso x,Largura de Pulso y,Largura de Pulso z,Gyrox,Gyroy,Gyroz,Tempo
0.01576832384454335,0.004815498407370751,0.16890179207442071,0.0,0.0,0.0,1121,1121,1221,-0.45038167938931295,1.282442748091603,10.389312977099237,1541730473.932809
0.21200611223767027,0.06460606358689705,0.11356233462026072,0.0,0.0,0.0,1121,1121,1221,9.648854961832061,4.358778625954199,-4.015267175572519,1541730473.949014
0.2590221888670861,-0.08611698432242881,0.2898613195636696,0.0,0.0,0.0,1121,1121,1221,1.2366412213740459,-7.816793893129771,9.396946564885496,1541730473.966281
0.3913346808249983,-0.06246250925108362,0.08403669772599585,0.0,0.0,0.0,1121,1121,1221,6.442748091603053,2.381679389312977,-13.229007633587786,1541730473.983015
0.3902590987587739,-0.055449013082603846,0.3270618195981824,0.0,0.0,0.0,1121,1121,1221,-1.5648854961832062,1.3740458015267176,13.427480916030534,1541730474.000185
0.49207952311058684,0.08427450405734085,0.23306897332864646,0.0,0.0,0.0,1121,1121,1221,4.534351145038168,9.244274809160306,-6.442748091603053,1541730474.016786
0.4652032490052948,-0.0674769598505038,0.39963658930501156,0.0,0.0,0.0,1121,1121,1221,-3.1374045801526718,-8.274809160305344,9.267175572519085,1541730474.033386
0.5891517944317335,-0.025324923432407796,0.2806870288916761,0.0,0.0,0.0,1120,1121,1221,5.8396946564885495,3.4580152671755724,-7.916030534351145,1541730474.050183
0.6167894194427654,-0.2491252979911895,0.3270323954787647,0.0,0.0,0.0,1120,1121,1221,0.16030534351145037,-12.49618320610687,1.916030534351145,1541730474.066754
0.7551080870152166,-0.10611795893395194,0.31385937946301184,0.0,0.0,0.0,1120,1121,1221,6.908396946564886,9.65648854961832,-1.6717557251908397,1541730474.083197
0.7238612684304728,-0.05430458315208392,0.3184179297879066,0.0,0.0,0.0,1120,1121,1221,-3.3893129770992365,4.091603053435114,-0.5954198473282443,1541730474.099816
0.9251727306131154,0.05504861597700692,0.4116860922292247,0.0,0.0,0.0,1120,1121,1221,10.725190839694656,7.603053435114504,4.793893129770993,1541730474.116425
0.9487631656925646,-0.0003287158307796151,0.30778664525843424,0.0,0.0,0.0,1120,1121,1221,-0.08396946564885496,-2.366412213740458,-7.114503816793893,1541730474.132894
1.174843550580063,-0.04749442959364868,0.3359964028306998,0.0,0.0,0.0,1120,1121,1221,11.778625954198473,-1.8091603053435115,0.7862595419847328,1541730474.150173
1.1932472802178151,-0.09696735172366602,0.3254869749842533,0.0,0.0,0.0,1120,1121,1221,-0.4198473282442748,-1.9465648854961832,-1.4885496183206106,1541730474.166838
1.3520455313523025,-0.04409936125774699,0.39031430917148796,0.0,0.0,0.0,1120,1121,1221,8.129770992366412,4.1679389312977095,3.0610687022900764,1541730474.183497
1.378917714061248,0.071375654836943,0.3450969198664862,0.0,0.0,0.0,1120,1121,1221,0.12213740458015267,7.938931297709924,-3.6030534351145036,1541730474.200071
1.5350514878138215,-0.022192276230605906,0.5738172136979149,0.0,0.0,0.0,1119,1121,1221,7.847328244274809,-4.641221374045801,12.82442748091603,1541730474.216736
1.653765124566983,-0.1734141917760944,0.31607432169773364,0.0,0.0,0.0,1119,1121,1221,6.282442748091603,-8.954198473282442,-17.770992366412212,1541730474.232666
1.6951883472994227,-0.376489383244011,0.5883576465785357,0.0,0.0,0.0,1119,1121,1221,0.8931297709923665,-10.778625954198473,14.870229007633588,1541730474.249397
1.7916101732192493,-0.488024520674334,0.2913862357987689,0.0,0.0,0.0,1119,1121,1221,4.305343511450381,-5.755725190839694,-18.755725190839694,1541730474.266038
1.834551765311744,-0.5334191870265371,0.598495777249094,0.0,0.0,0.0,1119,1122,1221,1.0687022900763359,-1.7557251908396947,17.51145038167939,1541730474.282772
1.945372629761105,-0.4908039435285945,0.4381752599923544,0.0,0.0,0.0,1119,1121,1221,5.030534351145038,3.4732824427480917,-10.320610687022901,1541730474.299873
2.094732531570154,-0.6517254706607638,0.7672176147069035,0.0,0.0,0.0,1119,1122,1221,7.396946564885496,-8.625954198473282,18.732824427480917,1541730474.316438
2.1945517596547526,-0.7424505683945062,0.4627168087439047,0.0,0.0,0.0,1119,1122,1221,4.511450381679389,-4.5038167938931295,-19.213740458015266,1541730474.332988
2.400041639097766,-0.8472648501202474,0.7342336870416688,0.0,0.0,0.0,1119,1122,1221,10.694656488549619,-5.259541984732825,15.244274809160306,1541730474.349919
2.490270088970293,-0.8837060610768666,0.43495263758522984,0.0,0.0,0.0,1119,1122,1221,4.129770992366412,-1.3129770992366412,-19.549618320610687,1541730474.365988
2.5718950696635248,-0.9232004897754312,0.7480630314025108,0.0,0.0,0.0,1118,1122,1221,3.4198473282442747,-1.4198473282442747,18.00763358778626,1541730474.382489
