Posicaox,Posicaoy,Posicaoz,SetPointx,SetPointy,SetPointz,Largura de Pulso x,Largura de Pulso y,Largura de Pulso z,Tempo
0.0,0.0,0.0,0.0,0.0,45.0,1090,1090,1335,1539542073.111282
0.0,0.0,0.0,0.0,0.0,45.0,1090,1090,1095,1539542073.167289
0.0,-0.18813828595585652,0.10842713623994164,0.0,0.0,45.0,1090,1090,1095,1539542073.232284
-0.4299994949506271,-0.41773895277311907,0.10842713623994164,0.0,0.0,45.0,1091,1090,1096,1539542073.284337
-0.9807882231984331,-0.22692792742357257,0.35665310278996065,0.0,0.0,45.0,1092,1090,1095,1539542073.336108
-0.9807882231984331,-1.0094382485069924,0.5331948351274769,0.0,0.0,45.0,1090,1093,1095,1539542073.388508
-0.7028947240635774,-2.127568313809765,0.24125961834737908,0.0,0.0,45.0,1089,1094,1097,1539542073.441151
-0.25355441067031553,-2.127568313809765,0.708177919968533,0.0,0.0,45.0,1088,1090,1094,1539542073.493966
1.1138464402158708,-1.4478428438969253,1.2014557111426698,0.0,0.0,45.0,1084,1090,1094,1539542073.546893
2.1258165031303795,-1.3255485288132591,1.6635982075539715,0.0,0.0,45.0,1086,1090,1094,1539542073.599086
1.8773246612840682,-1.618670175219519,1.4827962500585192,0.0,0.0,45.0,1090,1091,1097,1539542073.651862
1.0582436003589255,-0.9699675306994509,1.5409829530043657,0.0,0.0,45.0,1092,1090,1096,1539542073.704249
1.0582436003589255,-0.4722115923150475,1.6303682305173146,0.0,0.0,45.0,1089,1090,1096,1539542073.75458
1.7189265968057266,-1.1639315379279376,0.8478844403769924,0.0,0.0,45.0,1087,1092,1099,1539542073.806231
2.8264076405035046,-1.1639315379279376,0.8478844403769924,0.0,0.0,45.0,1085,1090,1096,1539542073.858492
4.635241711462757,-0.6398983068293409,1.2754336588324082,0.0,0.0,45.0,1082,1090,1094,1539542073.910673
6.601343546481667,-0.6398983068293409,1.0341476776207084,0.0,0.0,45.0,1081,1090,1097,1539542073.962663
7.335878449187294,0.2674624695027362,1.4599060150583334,0.0,0.0,45.0,1086,1090,1094,1539542074.01451
7.655275355817652,1.4559594287843711,2.0508335162319686,0.0,0.0,45.0,1087,1090,1094,1539542074.066645
7.944947400442147,1.4559594287843711,2.2838353741175608,0.0,0.0,45.0,1087,1090,1095,1539542074.118622
6.795614419127572,1.3498102163490253,2.1218005159678004,0.0,0.0,45.0,1093,1090,1096,1539542074.170198
