Posicaox,Posicaoy,Posicaoz,kPosicaox,kPosicaoy,kPosicaoz,SetPointx,SetPointy,SetPointz,Largura de Pulso x,Largura de Pulso y,Largura de Pulso z,Gyrox,Gyroy,Gyroz,Tempo
-743.8508943679361,-103.08504318660805,94.25542014195653,-708.4066003044221,-98.04829204888601,89.57334839181789,0.0,0.0,0.0,1120,1120,1015,-1.7633587786259541,0.8778625954198473,11.297709923664122,1540432582.863683
-744.504720008422,-102.72215107495242,95.02646288661327,-719.5200675604231,-99.35903432458441,91.63315358016604,0.0,0.0,0.0,1120,1120,1090,-10.030534351145038,5.557251908396947,10.412213740458014,1540432582.928848
-743.8553731724243,-102.5274060702412,93.86681820760505,-729.8808585576807,-100.61129262820099,92.62436249834033,0.0,0.0,0.0,1120,1120,1090,8.488549618320612,3.7251908396946565,-17.419847328244273,1540432582.995555
-744.479896003253,-102.17142473066575,94.27889675790915,-738.8245931390815,-101.49608780718576,93.70261878462695,0.0,0.0,0.0,1120,1120,1090,-10.526717557251908,5.969465648854962,6.251908396946565,1540432583.065125
-743.396422657337,-101.16768659159276,95.06570406606743,-744.4250147028803,-101.57020679698661,94.91230316868119,0.0,0.0,0.0,1120,1120,1090,14.488549618320612,15.473282442748092,11.755725190839694,1540432583.131562
-744.7932223868446,-101.36617125286307,94.82156865903627,-748.5087968081561,-101.77293031380748,95.4424823548483,0.0,0.0,0.0,1120,1120,1090,-22.763358778625953,-2.2748091603053435,-3.5114503816793894,1540432583.197581
-743.807303121658,-100.7097444198071,94.47768822382344,-749.6359448479268,-101.4739492432776,95.41542280402703,0.0,0.0,0.0,1120,1120,1090,13.389312977099237,10.603053435114504,-4.931297709923665,1540432583.263609
-744.3280936191481,-100.30260688953274,94.83117124554494,-749.6528207448379,-100.99689532791244,95.46349066631633,0.0,0.0,0.0,1120,1120,1090,-9.282442748091603,6.931297709923665,5.580152671755725,1540432583.329785
-744.055305334412,-100.29263911407524,93.95577233571596,-748.5501619500398,-100.66952788932188,94.82357853917,0.0,0.0,0.0,1120,1120,1090,2.6106870229007635,0.9083969465648855,-12.618320610687023,1540432583.399758
-744.5746512821497,-100.59764582391874,93.67678944030989,-747.4318970668548,-100.6499426637021,94.17118925522432,0.0,0.0,0.0,1120,1120,1090,-9.083969465648854,-3.7557251908396947,-3.9083969465648853,1540432583.465473
-743.6059970782355,-100.75041322141196,93.76035214368706,-745.6290765410135,-100.73419928405912,93.80004039604019,0.0,0.0,0.0,1120,1120,1090,13.267175572519085,-1.549618320610687,1.4885496183206106,1540432583.531123
-744.7671321747446,-101.01146697477225,93.51263040970376,-744.9546449522269,-100.94330359398,93.44611698743306,0.0,0.0,0.0,1120,1120,1090,-19.00763358778626,-3.198473282442748,-3.5343511450381677,1540432583.597974
-743.6682378359412,-100.37998649236519,94.24732430563989,-743.7787203352842,-100.66978444573661,93.73306804282568,0.0,0.0,0.0,1120,1120,1090,15.229007633587786,10.312977099236642,11.335877862595419,1540432583.66453
-744.9645913169433,-101.22103213750287,93.95346937354468,-743.8928194791424,-101.0061196212996,93.78046111666715,0.0,0.0,0.0,1120,1120,1090,-20.732824427480917,-11.786259541984732,-4.1603053435114505,1540432583.730459
-743.7059230990794,-101.19903193958721,94.52278115343424,-743.3001758366697,-101.18833023859615,94.19024004720582,0.0,0.0,0.0,1120,1120,1090,17.893129770992367,1.099236641221374,8.946564885496183,1540432583.79612
-743.9316200908052,-101.32363054452948,93.95330043325534,-743.2037325574615,-101.35028985623511,94.10136080572285,0.0,0.0,0.0,1120,1120,1090,-4.8320610687022905,-1.1374045801526718,-8.458015267175572,1540432583.862175
-743.3985417027309,-101.12013387177215,94.89647183473522,-742.95919016229,-101.29187002577827,94.61868419379799,0.0,0.0,0.0,1120,1120,1090,6.6106870229007635,3.816793893129771,14.381679389312977,1540432583.928958
-743.7565188290462,-101.55554283689263,93.93225476124555,-743.1592845381455,-101.49354420717293,94.32314287833023,0.0,0.0,0.0,1120,1120,1090,-6.793893129770993,-5.809160305343512,-14.32824427480916,1540432583.995302
-742.7577840977223,-101.26810088932908,94.89387143107237,-742.7746554931397,-101.41442644507457,94.70381596432591,0.0,0.0,0.0,1120,1120,1090,13.51908396946565,5.0534351145038165,14.580152671755725,1540432584.061758
-743.4101385605651,-101.37634429056747,94.34038438037254,-743.0225351980985,-101.40835959650401,94.5731956781074,0.0,0.0,0.0,1120,1120,1090,-11.183206106870228,-0.8625954198473282,-8.083969465648854,1540432584.127803
-742.9079546420157,-101.68453098380404,94.64496106759216,-742.9314800560167,-101.58009584548863,94.65119077804532,0.0,0.0,0.0,1120,1120,1090,6.244274809160306,-3.9236641221374047,4.854961832061068,1540432584.194026
-743.9397085896353,-102.38129839197428,93.72963828427343,-743.5465803002263,-102.09996028104055,94.11723768987274,0.0,0.0,0.0,1120,1120,1090,-16.977099236641223,-9.763358778625955,-13.603053435114504,1540432584.260762
-742.4674155472742,-101.86091005970482,94.22375478455228,-743.0258081539228,-102.0687372100027,94.0925187377168,0.0,0.0,0.0,1120,1120,1090,20.641221374045802,8.549618320610687,7.6183206106870225,1540432584.3271
-743.8498595100507,-101.95665249829412,93.49046786771733,-743.5453756096267,-102.06703748286809,93.64944859408722,0.0,0.0,0.0,1120,1120,1090,-22.206106870229007,-0.6793893129770993,-10.816793893129772,1540432584.393166
-742.8583696152185,-102.1743135618479,94.16057012622804,-743.2448976226997,-102.16930771577076,93.82377849252403,0.0,0.0,0.0,1120,1120,1090,13.694656488549619,-2.549618320610687,10.419847328244275,1540432584.45906
-743.5698510321162,-101.92791145761025,94.12257818923032,-743.4756386158767,-102.05610009131054,93.94737263203197,0.0,0.0,0.0,1120,1120,1090,-12.305343511450381,4.541984732824427,-0.35877862595419846,1540432584.524907
-742.8419620988344,-101.61086182918297,94.28722708966842,-743.1544352311037,-101.77482289943,94.14599051711863,0.0,0.0,0.0,1120,1120,1090,9.564885496183207,5.534351145038168,2.7022900763358777,1540432584.591841
-744.0101314282078,-101.78587260456831,94.21076748255044,-743.6627510770228,-101.71167752618584,94.2256982314528,0.0,0.0,0.0,1120,1120,1090,-18.80916030534351,-1.8473282442748091,-0.916030534351145,1540432584.65815
-743.2306610265128,-101.72763349841368,93.65124335018905,-743.4829607187926,-101.6540969693331,93.92256806529117,0.0,0.0,0.0,1120,1120,1090,10.374045801526718,1.6412213740458015,-8.221374045801527,1540432584.724482
-743.5531426645094,-101.52116830740731,94.95651751994957,-743.5475585887758,-101.51203618406772,94.53545179849246,0.0,0.0,0.0,1120,1120,1090,-6.305343511450381,3.9083969465648853,20.114503816793892,1540432584.79021
-743.6640222177737,-101.36548045040293,93.75202161861327,-743.6418579174037,-101.3528939454453,94.16116476326269,0.0,0.0,0.0,1120,1120,1090,-3.0610687022900764,3.1068702290076335,-17.916030534351144,1540432584.856501
-743.6709123130523,-101.01824123095152,94.55237226131128,-743.689311607811,-101.07117624970104,94.40250627225026,0.0,0.0,0.0,1120,1120,1090,-1.4961832061068703,6.0534351145038165,12.419847328244275,1540432584.922425
-742.611727235912,-100.16655178872948,94.74493736306644,-743.0526165565065,-100.41256016387038,94.65835847268734,0.0,0.0,0.0,1120,1120,1090,14.549618320610687,13.580152671755725,3.122137404580153,1540432584.988382
-743.568285348923,-100.50706400623238,94.35068612554338,-743.2559675119638,-100.27672371411575,94.54885664449148,0.0,0.0,0.0,1120,1120,1090,-15.86259541984733,-4.3893129770992365,-5.740458015267175,1540432585.054596
-743.338711565202,-100.97338592421649,94.24203617498041,-743.2642889360446,-100.55425380176096,94.38968574314359,0.0,0.0,0.0,1120,1120,1090,2.114503816793893,-6.358778625954199,-1.4351145038167938,1540432585.1215
-742.9049670691566,-101.2087416736447,93.87498983480187,-743.0166263047144,-100.92307143463137,94.0562232979038,0.0,0.0,0.0,1120,1120,1090,5.00763358778626,-2.7099236641221376,-5.190839694656488,1540432585.187937
-743.9507623430317,-101.63524202611971,93.48128263856998,-743.5249707411127,-101.4286066143825,93.61941007770005,0.0,0.0,0.0,1120,1120,1090,-17.33587786259542,-5.740458015267175,-5.778625954198473,1540432585.254345
-742.2913130737477,-101.74236281883577,93.9562077955934,-742.8255955475179,-101.78367254145205,93.67845152409258,0.0,0.0,0.0,1120,1120,1090,23.778625954198475,-0.8625954198473282,7.427480916030534,1540432585.322015
-743.1745220078117,-102.4071308608054,93.52895910616,-742.9465219832814,-102.35807921938498,93.49686273429826,0.0,0.0,0.0,1120,1120,1090,-14.320610687022901,-8.969465648854962,-6.030534351145038,1540432585.388104
-743.7490353161611,-102.54819115652414,93.62254105981863,-743.4007066088739,-102.72132443333135,93.48234980843563,0.0,0.0,0.0,1120,1120,1090,-10.091603053435115,-1.3740458015267176,1.6412213740458015,1540432585.45392
-742.6685424079394,-101.72419452114404,94.82476539649176,-743.0190715462527,-102.34366248594732,94.24910840133916,0.0,0.0,0.0,1120,1120,1090,15.236641221374045,13.442748091603054,18.72519083969466,1540432585.521716
-743.8779120429624,-102.93413557268002,94.48380605021018,-743.5232525456586,-102.77821533842493,94.51515160635482,0.0,0.0,0.0,1120,1120,1090,-19.0,-16.85496183206107,-4.740458015267175,1540432585.588863
-743.2806498507806,-102.39904632473186,95.42271798156659,-743.4595267957556,-102.65964080660014,95.2190367935468,0.0,0.0,0.0,1120,1120,1090,7.488549618320611,8.717557251908397,14.183206106870228,1540432585.655965
-742.9842369508841,-102.8898838240275,94.39013329968577,-743.2158258024001,-102.83650341572368,94.9530187288139,0.0,0.0,0.0,1120,1120,1090,3.0381679389312977,-6.572519083969466,-15.206106870229007,1540432585.721758
-744.099691627935,-103.16869986240357,93.87647054219839,-743.7420696718634,-103.0796157048694,94.4032381566828,0.0,0.0,0.0,1120,1120,1090,-18.30534351145038,-3.4656488549618323,-7.564885496183206,1540432585.787751
-742.9252403001198,-102.70664004464068,94.3636151845233,-743.3298544603621,-102.90783386370526,94.33496502341038,0.0,0.0,0.0,1120,1120,1090,16.65648854961832,7.862595419847328,7.709923664122138,1540432585.853645
-743.5044302972145,-102.64555436446669,95.26039408851187,-743.415207106783,-102.73653890854469,94.84583809777928,0.0,0.0,0.0,1120,1120,1090,-10.16030534351145,1.6870229007633588,13.801526717557252,1540432585.921518
-743.6844029608932,-102.96326797194035,94.86440825389685,-743.5774069591425,-102.82018989824522,94.9092903994796,0.0,0.0,0.0,1120,1120,1090,-4.015267175572519,-3.8702290076335877,-5.549618320610687,1540432585.988147
-743.2598632252146,-103.21854834762243,94.36569722456322,-743.4091393804471,-103.03176142366739,94.6184148484595,0.0,0.0,0.0,1120,1120,1090,4.99236641221374,-3.0763358778625953,-7.2748091603053435,1540432586.05437
-743.1982798840054,-102.64983674552484,95.40185629964098,-743.2623855725404,-102.80927910711767,95.06533233319999,0.0,0.0,0.0,1120,1120,1090,-0.45038167938931295,9.450381679389313,16.053435114503817,1540432586.120038
-742.2452864769597,-101.71821049875207,95.80069724997122,-742.5939807922115,-102.09925670315818,95.57497915854891,0.0,0.0,0.0,1120,1120,1090,12.938931297709924,14.770992366412214,6.221374045801527,1540432586.186188
-742.4719136776586,-102.3241278129075,95.0544927457662,-742.355327083084,-102.0658240318122,95.3917206401921,0.0,0.0,0.0,1120,1120,1090,-4.862595419847328,-8.51908396946565,-11.206106870229007,1540432586.252161
-743.0549293966393,-102.06589464089873,95.13288442455419,-742.6258912043071,-101.93997158018594,95.2846504781961,0.0,0.0,0.0,1120,1120,1090,-10.114503816793894,4.625954198473282,1.3969465648854962,1540432586.318228
-742.1639810232847,-101.95609869117256,95.24544714693918,-742.2931565219219,-101.8440703590549,95.26528461880957,0.0,0.0,0.0,1120,1120,1090,12.122137404580153,2.427480916030534,1.9312977099236641,1540432586.384758
-742.4086250564519,-102.16517616944057,95.7518617048227,-742.2762947467755,-101.95901186746909,95.55365789348639,0.0,0.0,0.0,1120,1120,1090,-5.114503816793893,-2.4198473282442747,7.931297709923665,1540432586.450507
-742.2968061606905,-101.97435072288928,96.44581615786358,-742.236541903875,-101.94625561776883,96.14322430396712,0.0,0.0,0.0,1120,1120,1090,0.2824427480916031,3.618320610687023,10.610687022900763,1540432586.516911
-742.5145392362246,-102.25012352753751,95.24036686480076,-742.3759211682104,-102.12763567463178,95.72764789784156,0.0,0.0,0.0,1120,1120,1090,-4.687022900763359,-3.4122137404580153,-18.022900763358777,1540432586.583305
-743.1530878519628,-102.16883265508146,94.89579155597389,-742.8712173001329,-102.19604696531978,95.2235346249331,0.0,0.0,0.0,1120,1120,1090,-11.114503816793894,2.0,-5.022900763358779,1540432586.6503
-743.7592679085161,-101.88168979309751,95.35501441048785,-743.5375915574622,-102.05502309818607,95.19874501296496,0.0,0.0,0.0,1120,1120,1090,-10.305343511450381,4.984732824427481,6.977099236641221,1540432586.716903
-742.3811917350654,-101.4446870362007,95.40484570268521,-743.0499940292999,-101.69355290248843,95.23920276081012,0.0,0.0,0.0,1120,1120,1090,19.435114503816795,7.366412213740458,0.9770992366412213,1540432586.782973
-742.7643435140695,-101.29916325097234,95.1447379394637,-742.9327270705578,-101.39152527829138,95.12714821843737,0.0,0.0,0.0,1120,1120,1090,-7.343511450381679,3.0229007633587788,-3.816793893129771,1540432586.851466
-743.4371616451888,-101.27803241614535,95.35393743475498,-743.2519281322471,-101.22253881738497,95.20823160944242,0.0,0.0,0.0,1120,1120,1090,-10.908396946564885,1.0610687022900764,3.183206106870229,1540432586.917739
-742.9588833769607,-100.87874668786775,95.45207785261128,-743.1332710262612,-100.91337013627025,95.33698145843306,0.0,0.0,0.0,1120,1120,1090,5.961832061068702,6.900763358778626,1.7328244274809161,1540432586.983648
-742.6249190607841,-101.1763092179982,95.47754500999196,-742.8328043668085,-100.95319610569524,95.43892821854024,0.0,0.0,0.0,1120,1120,1090,3.6793893129770994,-3.7557251908396947,0.6106870229007634,1540432587.049668
-742.9476697876911,-101.09538524714395,96.84718880042978,-742.8441312451188,-100.97407579662003,96.3391481041846,0.0,0.0,0.0,1120,1120,1090,-6.267175572519084,1.984732824427481,20.916030534351144,1540432587.116148
-742.7699723072559,-100.56361411016209,96.41152616101762,-742.7533615823447,-100.69264250658345,96.58859581957233,0.0,0.0,0.0,1120,1120,1090,1.2595419847328244,8.694656488549619,-6.2748091603053435,1540432587.182587
-741.9967782930103,-100.30449338796338,96.38600397125332,-742.2366062989098,-100.39088132810633,96.65511792841161,0.0,0.0,0.0,1120,1120,1090,10.251908396946565,4.66412213740458,-0.16030534351145037,1540432587.249067
-742.8714183065615,-100.84524183221806,95.86810250595403,-742.4879171113221,-100.57787851465869,96.3087531270982,0.0,0.0,0.0,1120,1120,1090,-14.687022900763358,-7.458015267175573,-7.648854961832061,1540432587.315575
-743.0741473701045,-100.59632003904771,95.45710618596964,-742.8039047425002,-100.57429195586448,95.79810933611047,0.0,0.0,0.0,1120,1120,1090,-4.419847328244275,4.480916030534351,-5.916030534351145,1540432587.38173
-742.6897425200383,-100.80667960745916,94.93591579796113,-742.772514279567,-100.7187502516322,95.16033593133545,0.0,0.0,0.0,1120,1120,1090,4.3816793893129775,-2.3969465648854964,-7.603053435114504,1540432587.448002
-742.9447228437517,-100.5978791370686,95.3637719538402,-742.9056207895525,-100.68499101828166,95.07178621478987,0.0,0.0,0.0,1120,1120,1090,-5.251908396946565,3.9236641221374047,6.702290076335878,1540432587.514229
-742.6479938471284,-100.18801082962074,96.35750042553045,-742.7965315160468,-100.4094492112052,95.69098728361749,0.0,0.0,0.0,1120,1120,1090,3.0916030534351147,6.9541984732824424,15.236641221374045,1540432587.580313
-741.8164229412823,-100.00266125591136,96.39872114537671,-742.2090014313577,-100.13087902924663,96.13413670012875,0.0,0.0,0.0,1120,1120,1090,11.183206106870228,3.564885496183206,0.8473282442748091,1540432587.646423
-741.3893429731911,-100.17913141034583,97.86709066191162,-741.5993629407836,-100.08887571656531,97.30092786990264,0.0,0.0,0.0,1120,1120,1090,5.0534351145038165,-1.900763358778626,22.38167938931298,1540432587.71238
-742.035487429869,-100.0041061511559,98.31246608786635,-741.6732582304904,-99.98296958133861,98.22989064278762,0.0,0.0,0.0,1120,1120,1090,-11.34351145038168,3.4580152671755724,7.083969465648855,1540432587.778176
-740.5531314140198,-99.97083206053097,98.36560589570911,-740.8704849283766,-99.92334901332178,98.70943621957048,0.0,0.0,0.0,1120,1120,1090,21.106870229007633,1.2671755725190839,1.0305343511450382,1540432587.844098
-740.9629252213339,-100.27065644082435,99.04862750918542,-740.7004386125011,-100.09574384180098,99.27355268754182,0.0,0.0,0.0,1120,1120,1090,-7.6183206106870225,-3.7938931297709924,10.603053435114504,1540432587.912887
-741.4710008438559,-100.02401585288365,99.20241683485652,-740.9973619001292,-100.06505391559787,99.56128642590377,0.0,0.0,0.0,1120,1120,1090,-8.84732824427481,4.3816793893129775,2.480916030534351,1540432587.978646
-742.7380941178412,-100.71486725646913,98.42583742020535,-742.0232539760493,-100.47475585811277,99.11495291357721,0.0,0.0,0.0,1120,1120,1090,-20.290076335877863,-9.541984732824428,-11.358778625954198,1540432588.04491
-742.0187032963656,-100.79050072863863,97.59636071553676,-742.2156856245766,-100.76235364005096,98.22682802023057,0.0,0.0,0.0,1120,1120,1090,9.488549618320612,-0.3816793893129771,-12.320610687022901,1540432588.111211
-742.412615949702,-101.76102530941519,96.90979619482933,-742.5281461670387,-101.5007317328014,97.23161262009387,0.0,0.0,0.0,1120,1120,1090,-7.305343511450381,-13.80916030534351,-10.083969465648854,1540432588.177408
-742.9449082240739,-101.26576958228705,96.67360750472308,-742.9852594486283,-101.58756354304704,96.52946901561529,0.0,0.0,0.0,1120,1120,1090,-9.465648854961833,8.274809160305344,-3.3587786259541983,1540432588.243326
-742.3407956096595,-101.12925879399509,95.7980725639052,-742.816737211791,-101.47658547886283,95.67417671752014,0.0,0.0,0.0,1120,1120,1090,7.870229007633588,2.854961832061069,-13.198473282442748,1540432588.309456
-742.0406918178999,-101.93771064409148,95.00249729235,-742.4541390198066,-101.84159301294147,94.81148762104674,0.0,0.0,0.0,1120,1120,1090,3.145038167938931,-11.458015267175572,-11.801526717557252,1540432588.374837
-742.7871639811183,-102.09873166025083,95.49971791144537,-742.6494514052551,-102.11041150939957,94.76866628228915,0.0,0.0,0.0,1120,1120,1090,-12.709923664122137,-1.6793893129770991,7.763358778625954,1540432588.441228
-743.5304920463532,-103.13918402162388,94.92951379192175,-743.2055954324253,-102.85429826074952,94.56821127167777,0.0,0.0,0.0,1120,1120,1090,-12.679389312977099,-15.038167938931299,-8.435114503816793,1540432588.507394
-742.5389989254751,-103.17582172314538,94.85692237057947,-742.9029391113122,-103.25748117072017,94.54177157480765,0.0,0.0,0.0,1120,1120,1090,13.450381679389313,0.21374045801526717,-0.8625954198473282,1540432588.573654
-743.048646145734,-104.12954171157156,94.25392192376817,-742.9945489451277,-103.99493611475091,94.26468542453705,0.0,0.0,0.0,1120,1120,1090,-9.083969465648854,-13.633587786259541,-8.877862595419847,1540432588.639522
-743.3950037158733,-103.55448630926664,94.45934750572216,-743.2467459161262,-103.9853897181628,94.30453877666535,0.0,0.0,0.0,1120,1120,1090,-6.702290076335878,9.580152671755725,3.3740458015267176,1540432588.705767
-744.0000831635482,-103.48642314859754,93.4578215546302,-743.7527408054027,-103.82964346829883,93.77682052911548,0.0,0.0,0.0,1120,1120,1090,-10.427480916030534,1.7786259541984732,-14.732824427480915,1540432588.771849
-743.0805792475359,-103.39712831236895,93.0967499652062,-743.4607225701343,-103.60522455469864,93.28416777750591,0.0,0.0,0.0,1120,1120,1090,12.534351145038167,2.114503816793893,-5.244274809160306,1540432588.837854
-744.1596568213362,-103.91273481280865,92.92069659002034,-743.9063760084499,-103.74692514851526,92.94019455185419,0.0,0.0,0.0,1120,1120,1090,-17.923664122137403,-7.137404580152672,-2.4732824427480917,1540432588.904785
-744.8628383186677,-103.5405575831647,93.33453276572476,-744.5812237956815,-103.58923659747794,93.05697414815174,0.0,0.0,0.0,1120,1120,1090,-11.763358778625955,6.251908396946565,6.32824427480916,1540432588.971145
-745.7076638678924,-103.66154749676242,92.4483752947111,-745.4561343001518,-103.56180084701325,92.64530323137596,0.0,0.0,0.0,1120,1120,1090,-14.122137404580153,-1.0610687022900764,-13.129770992366412,1540432589.037109
-745.0857548454353,-103.50540192497769,92.0590272025541,-745.5155248651956,-103.45803822906633,92.20298922245581,0.0,0.0,0.0,1120,1120,1090,8.16030534351145,3.1603053435114505,-5.755725190839694,1540432589.104334
-745.4731151107655,-104.1236518718019,90.99325927461152,-745.681621932253,-103.79013834569517,91.33785141772172,0.0,0.0,0.0,1120,1120,1090,-7.129770992366412,-8.396946564885496,-15.564885496183207,1540432589.170279
-745.8595694946047,-103.81661506004596,91.21291421021307,-745.9311571896085,-103.81502759841885,91.02699279238423,0.0,0.0,0.0,1120,1120,1090,-7.282442748091603,5.442748091603053,3.572519083969466,1540432589.236138
-746.4126451083685,-103.4805936628226,90.5483978158765,-746.3452803509393,-103.6200056069466,90.53229309684342,0.0,0.0,0.0,1120,1120,1090,-9.786259541984732,5.862595419847328,-9.86259541984733,1540432589.302333
-745.0928797017335,-103.16876478402436,90.59513687274823,-745.7119614845648,-103.31078260936896,90.36165121257358,0.0,0.0,0.0,1120,1120,1090,18.580152671755727,5.480916030534351,0.9312977099236641,1540432589.368265
-745.2985088597708,-103.70324103370699,90.68069264573899,-745.3997654962997,-103.46775194173648,90.40918980445902,0.0,0.0,0.0,1120,1120,1090,-4.5038167938931295,-7.32824427480916,1.5190839694656488,1540432589.434241
-745.4085571179689,-103.66945689102108,91.86876650748052,-745.2770163715247,-103.5654113646408,91.24445191356253,0.0,0.0,0.0,1120,1120,1090,-3.0610687022900764,1.2748091603053435,18.251908396946565,1540432589.500574
-745.5523986360563,-102.99618347311652,91.6044837633553,-745.3149730407501,-103.2207890237418,91.61945642633447,0.0,0.0,0.0,1120,1120,1090,-3.5572519083969465,10.900763358778626,-3.7557251908396947,1540432589.56695
-744.6697158992723,-101.88241203704285,91.74845127053047,-744.8259640786443,-102.33818856053254,91.90550846501114,0.0,0.0,0.0,1120,1120,1090,11.931297709923664,17.572519083969464,2.3969465648854964,1540432589.636487
-743.7054662316623,-102.03910468280937,91.71253865311333,-743.9745854566511,-101.94164093532814,92.00119702763305,0.0,0.0,0.0,1120,1120,1090,12.412213740458014,-1.4809160305343512,-0.2900763358778626,1540432589.702333
-743.4249973587778,-102.18494646225436,91.56244789146373,-743.3581381974052,-101.87148821685058,91.90220712972284,0.0,0.0,0.0,1120,1120,1090,2.8931297709923665,-1.465648854961832,-2.068702290076336,1540432589.768305
-743.715821245356,-101.25252325267286,92.3120818462004,-743.272030418166,-101.33900680195048,92.24665474988515,0.0,0.0,0.0,1120,1120,1090,-5.793893129770993,14.877862595419847,11.572519083969466,1540432589.834444
-744.5089709004201,-101.38457275578936,92.49799610767344,-743.8216350505975,-101.1756643517331,92.52221336401355,0.0,0.0,0.0,1120,1120,1090,-13.396946564885496,-1.2366412213740459,3.0381679389312977,1540432589.900596
-743.8782449274311,-100.81760981354977,91.95167038133992,-743.8461890220109,-100.81291436733157,92.29740159921708,0.0,0.0,0.0,1120,1120,1090,8.129770992366412,9.320610687022901,-8.022900763358779,1540432589.966832
-743.7311901524575,-101.3648598735335,90.95024709307854,-743.8019968232397,-101.00630373172858,91.49750568689129,0.0,0.0,0.0,1120,1120,1090,0.8320610687022901,-7.511450381679389,-14.916030534351146,1540432590.034068
-743.3581657100018,-100.78778467159495,90.83395464980775,-743.5621774602738,-100.8352817898812,90.93449027355359,0.0,0.0,0.0,1120,1120,1090,4.175572519083969,9.374045801526718,-1.5114503816793894,1540432590.100368
-744.4695104141192,-100.93031865407806,90.61046983330819,-744.1122124155878,-100.86027410282199,90.50340671525778,0.0,0.0,0.0,1120,1120,1090,-18.106870229007633,-1.381679389312977,-3.1374045801526718,1540432590.166392
-744.170940593817,-100.76566699509512,91.3108634299625,-744.264843943811,-100.80623090903765,90.74958811042256,0.0,0.0,0.0,1120,1120,1090,3.1374045801526718,3.2595419847328246,10.84732824427481,1540432590.233511
-744.333456810115,-100.42952755974882,90.44667967065587,-744.4277303604453,-100.58597515048824,90.44561415697059,0.0,0.0,0.0,1120,1120,1090,-3.8091603053435112,5.763358778625954,-12.633587786259541,1540432590.299225
