kPosicaox,kPosicaoy,kPosicaoz,SetPointx,SetPointy,SetPointz,Largura de Pulso x,Largura de Pulso y,Largura de Pulso z,Gyrox,Gyroy,Gyroz,Tempo
0.08699675982179193,-0.11851136149815504,0.22282053526636894,0.0,0.0,45.0,1140,1140,1140,4.511450381679389,-7.129770992366412,15.17557251908397,1540668218.788108
0.16696452067277653,0.046984452136995765,0.23669193993148774,0.0,0.0,45.0,1139,1139,1190,2.2748091603053435,8.145038167938932,0.9389312977099237,1540668218.81129
0.29237006260463966,0.24342984639492732,0.2877566100370514,0.0,0.0,45.0,1139,1139,1190,3.2290076335877864,7.847328244274809,2.1603053435114505,1540668218.839569
0.18016923936043805,-0.014763718699993439,-0.01834345213405654,0.0,0.0,45.0,1139,1140,1190,-5.687022900763359,-9.351145038167939,-11.679389312977099,1540668218.861994
0.3190258990709677,-0.056779708040412546,0.19004645702648798,0.0,0.0,45.0,1139,1140,1190,6.885496183206107,-1.702290076335878,12.587786259541986,1540668218.878275
0.3245164891468075,0.11270012438056912,0.20819226095409057,0.0,0.0,45.0,1139,1139,1190,-0.9465648854961832,11.320610687022901,1.450381679389313,1540668218.894293
0.24040472125381712,-0.1217778701764923,0.0022955334684974325,0.0,0.0,45.0,1139,1140,1190,-6.2748091603053435,-13.129770992366412,-11.885496183206106,1540668218.911207
0.3875035588432149,-0.09592755760569302,0.24831941528153556,0.0,0.0,45.0,1139,1140,1190,7.442748091603053,2.3053435114503817,14.923664122137405,1540668218.92808
0.3058136698217199,-0.001703005819157043,-0.009859937955511428,0.0,0.0,45.0,1139,1140,1190,-6.251908396946565,6.4961832061068705,-15.366412213740459,1540668218.944662
0.3130928906979482,-0.18643366863096214,0.1169221131277353,0.0,0.0,45.0,1139,1140,1190,-0.8702290076335878,-9.83969465648855,7.603053435114504,1540668218.961694
0.34926433248574174,-0.01595561163783566,0.35904446758318376,0.0,0.0,45.0,1139,1140,1190,0.916030534351145,11.16030534351145,15.076335877862595,1540668218.978372
0.23717108177639132,0.09672727752209608,0.054969612599729885,0.0,0.0,45.0,1139,1139,1190,-8.213740458015268,7.732824427480916,-18.46564885496183,1540668218.994562
0.3539523410619402,-0.03013988951566676,0.27724081412181484,0.0,0.0,45.0,1139,1140,1190,5.625954198473282,-6.740458015267175,13.48091603053435,1540668219.011728
0.36456107704005564,0.11394158711935722,0.41356886720954783,0.0,0.0,45.0,1139,1139,1190,-0.6717557251908397,9.145038167938932,8.244274809160306,1540668219.02864
0.21390283789012474,0.10847767150856658,0.053195369549089475,0.0,0.0,45.0,1139,1139,1190,-10.549618320610687,0.4351145038167939,-21.83206106870229,1540668219.044791
0.30527397413477014,0.01422069635712115,0.27533119731674366,0.0,0.0,45.0,1139,1139,1190,4.083969465648855,-4.770992366412214,13.381679389312977,1540668219.061763
0.24836112589367776,0.02885524838744822,0.1490881294692885,0.0,0.0,45.0,1139,1139,1190,-4.702290076335878,1.6488549618320612,-7.251908396946565,1540668219.078633
0.141613628533231,-0.15697535238642435,0.028562480161315254,0.0,0.0,45.0,1139,1140,1190,-7.66412213740458,-10.32824427480916,-6.877862595419847,1540668219.095355
0.1926221734438996,-0.16754847199824657,0.28688229441676016,0.0,0.0,45.0,1139,1140,1190,1.6946564885496183,0.15267175572519084,15.427480916030534,1540668219.112685
0.09533844525747057,-0.13658607503528813,-0.012557285055675481,0.0,0.0,45.0,1139,1140,1190,-6.900763358778626,2.5572519083969465,-16.954198473282442,1540668219.130049
0.16924293431125417,-0.2557461480864276,0.2093725130481002,0.0,0.0,45.0,1139,1140,1190,3.015267175572519,-6.1679389312977095,13.244274809160306,1540668219.147074
0.05456911374030335,-0.05213836862265649,-0.10442875715774162,0.0,0.0,45.0,1139,1140,1190,-7.969465648854962,12.633587786259541,-17.9618320610687,1540668219.164173
0.2039268076331918,-0.20739170641765986,0.1492387550265946,0.0,0.0,45.0,1139,1140,1190,7.458015267175573,-8.320610687022901,15.17557251908397,1540668219.181447
0.18984275667735465,-0.12319815119546461,0.1139020979468437,0.0,0.0,45.0,1139,1140,1190,-2.1068702290076335,5.66412213740458,-1.7328244274809161,1540668219.198639
0.12077930644827012,-0.31288054531711545,-0.08468796088703687,0.0,0.0,45.0,1139,1140,1190,-5.374045801526718,-10.450381679389313,-11.427480916030534,1540668219.215412
0.17822266851941929,-0.2666407778101044,0.16218085941314098,0.0,0.0,45.0,1139,1140,1190,2.068702290076336,3.4732824427480917,14.748091603053435,1540668219.232704
0.07437174034170574,-0.10172414723147766,-0.10531291740446087,0.0,0.0,45.0,1139,1140,1190,-7.633587786259542,10.84732824427481,-16.022900763358777,1540668219.249101
0.11199445469071406,-0.15826856933176853,0.03191134216165223,0.0,0.0,45.0,1139,1140,1190,0.9007633587786259,-2.519083969465649,8.305343511450381,1540668219.266357
0.1869740825940195,-0.05667266068286348,0.20119085834445077,0.0,0.0,45.0,1139,1140,1190,3.16793893129771,6.809160305343512,10.381679389312977,1540668219.282953
0.06771493691099283,0.08083954426092645,-0.12148318503464184,0.0,0.0,45.0,1139,1139,1190,-9.007633587786259,9.67175572519084,-20.564885496183205,1540668219.298655
0.13544401652797156,-0.12424268830452354,0.06049247024805614,0.0,0.0,45.0,1139,1140,1190,2.717557251908397,-11.358778625954198,11.083969465648854,1540668219.315441
0.1590596766500415,0.0087942032995863,0.22080808891065584,0.0,0.0,45.0,1139,1139,1190,0.09923664122137404,8.587786259541986,9.740458015267176,1540668219.332634
0.1117943940868372,-0.15685842788459953,0.07817674537394728,0.0,0.0,45.0,1139,1140,1190,-4.030534351145038,-8.83969465648855,-7.9541984732824424,1540668219.349736
0.13913696625376118,-0.14362226612437318,0.315394899360005,0.0,0.0,45.0,1139,1140,1190,0.33587786259541985,1.5572519083969465,14.412213740458014,1540668219.366981
0.055007507471489095,-0.11500540278621137,0.1506877088832497,0.0,0.0,45.0,1139,1140,1190,-6.427480916030534,2.519083969465649,-9.740458015267176,1540668219.382959
-0.01743218378372883,-0.28724120251234136,0.27123537355316757,0.0,0.0,45.0,1140,1140,1190,-5.5038167938931295,-9.251908396946565,7.33587786259542,1540668219.399986
0.03604404226271122,-0.20500397601889359,0.41667849454123257,0.0,0.0,45.0,1139,1140,1190,1.9083969465648856,5.687022900763359,9.01526717557252,1540668219.41714
-0.08333611832421008,-0.13344548060028474,0.1519987899841647,0.0,0.0,45.0,1140,1140,1190,-8.305343511450381,4.977099236641221,-15.236641221374045,1540668219.433931
0.017188935889169785,-0.2501513068129954,0.40012470761902513,0.0,0.0,45.0,1139,1140,1190,4.603053435114504,-6.068702290076335,14.86259541984733,1540668219.451142
-0.1303881405971674,-0.08378468408861653,0.04765324958704844,0.0,0.0,45.0,1140,1140,1190,-9.908396946564885,10.488549618320612,-20.267175572519083,1540668219.468357
-0.23427804977710096,-0.2574248412688792,0.161054507167604,0.0,0.0,45.0,1140,1140,1190,-7.687022900763359,-9.923664122137405,7.305343511450381,1540668219.484613
-0.17798737298035447,-0.05585055767988067,0.34206098031795196,0.0,0.0,45.0,1140,1140,1190,1.9923664122137406,12.51908396946565,10.870229007633588,1540668219.501575
-0.365705079980662,0.09034239027256463,-0.04493976724916201,0.0,0.0,45.0,1140,1139,1190,-12.511450381679388,9.511450381679388,-22.81679389312977,1540668219.518414
-0.270802846081355,-0.032223721963114384,0.21234239249088205,0.0,0.0,45.0,1140,1140,1190,4.374045801526718,-6.541984732824427,15.67175572519084,1540668219.535152
-0.2948013407048254,0.0515377405838479,0.04155840131597614,0.0,0.0,45.0,1140,1139,1190,-2.6946564885496183,5.679389312977099,-9.687022900763358,1540668219.552409
-0.34044055868070283,-0.16934418605998625,0.014448984767027287,0.0,0.0,45.0,1140,1140,1190,-3.9618320610687023,-12.16793893129771,-1.2671755725190839,1540668219.569307
-0.26175988858955135,-0.025641496285921276,0.27441721251668305,0.0,0.0,45.0,1140,1140,1190,3.3969465648854964,9.32824427480916,15.801526717557252,1540668219.586381
-0.30619387588252706,0.09995547417908458,0.024066107293119095,0.0,0.0,45.0,1140,1139,1190,-4.091603053435114,8.694656488549619,-15.473282442748092,1540668219.602218
-0.3519437484086049,0.054232656341812194,-0.1468849692016922,0.0,0.0,45.0,1140,1139,1190,-4.183206106870229,-2.122137404580153,-10.49618320610687,1540668219.618121
-0.2073361638888221,-0.048798476396380165,0.12309161831224912,0.0,0.0,45.0,1140,1140,1190,7.122137404580153,-5.221374045801527,16.022900763358777,1540668219.635005
-0.3525925118784806,0.14683974086066762,-0.22691964397240239,0.0,0.0,45.0,1140,1139,1190,-9.778625954198473,12.206106870229007,-20.137404580152673,1540668219.652242
-0.30730786308823743,0.026515596690608385,0.011420303355563488,0.0,0.0,45.0,1140,1139,1190,1.4122137404580153,-6.404580152671755,14.534351145038167,1540668219.669109
-0.2663036315286675,0.17490649616208104,0.1475488246164624,0.0,0.0,45.0,1140,1139,1190,1.1374045801526718,9.549618320610687,8.374045801526718,1540668219.686
-0.3649951917275472,-0.05604659139850846,-0.11062540104490566,0.0,0.0,45.0,1140,1140,1190,-7.0458015267175576,-12.702290076335878,-14.740458015267176,1540668219.702794
-0.24088856854815366,-0.10692170097617387,0.14514527632871446,0.0,0.0,45.0,1140,1140,1190,6.1603053435114505,-2.282442748091603,15.67175572519084,1540668219.719661
-0.3818430143497165,-0.05341387991792524,-0.08668299456708199,0.0,0.0,45.0,1140,1140,1190,-9.633587786259541,3.9389312977099236,-13.404580152671755,1540668219.736626
-0.4744439247779995,-0.3017568034203858,-0.16852146287202807,0.0,0.0,45.0,1140,1140,1190,-7.015267175572519,-14.587786259541986,-4.740458015267175,1540668219.752885
-0.34558109820438854,-0.3871374063144967,0.09707613234675226,0.0,0.0,45.0,1140,1140,1190,6.511450381679389,-4.396946564885496,16.396946564885496,1540668219.769134
-0.48515362252866817,-0.28811825650181855,-0.18456440130700488,0.0,0.0,45.0,1140,1140,1190,-9.648854961832061,6.702290076335878,-16.549618320610687,1540668219.786325
-0.47539101712446624,-0.36906381723726367,-0.0032235246806055578,0.0,0.0,45.0,1140,1140,1190,-0.7175572519083969,-3.9618320610687023,10.923664122137405,1540668219.803241
-0.47412213962938954,-0.18540375834860115,0.22313455187135897,0.0,0.0,45.0,1140,1140,1190,-1.213740458015267,11.572519083969466,13.633587786259541,1540668219.820167
-0.5715536120615584,-0.30615703041944464,0.03877482004880508,0.0,0.0,45.0,1140,1140,1190,-7.0534351145038165,-6.374045801526718,-10.587786259541986,1540668219.837104
-0.5520347657486716,-0.46063364781331734,0.2742541009376757,0.0,0.0,45.0,1140,1140,1190,-0.022900763358778626,-9.244274809160306,15.587786259541986,1540668219.852509
-0.46059058431164784,-0.526649104571551,0.4866904327497755,0.0,0.0,45.0,1140,1140,1190,4.580152671755725,-3.4656488549618323,13.954198473282442,1540668219.868066
-0.5328379437410273,-0.3252846745134737,0.30626778897040724,0.0,0.0,45.0,1140,1140,1190,-5.580152671755725,12.732824427480915,-10.396946564885496,1540668219.884896
-0.6089409175790723,-0.45729724965499075,0.3598392822399757,0.0,0.0,45.0,1140,1140,1190,-5.961832061068702,-7.33587786259542,3.6106870229007635,1540668219.901218
-0.543612645282384,-0.4234649987235951,0.6048585361958078,0.0,0.0,45.0,1140,1140,1190,2.6030534351145036,2.786259541984733,14.916030534351146,1540668219.918073
-0.6388472086036344,-0.14248502920510267,0.30493593285395804,0.0,0.0,45.0,1140,1140,1190,-6.931297709923665,17.419847328244273,-17.450381679389313,1540668219.934941
-0.6647064776752456,-0.3058152767023833,0.2564803235403247,0.0,0.0,45.0,1140,1140,1190,-2.946564885496183,-9.702290076335878,-2.786259541984733,1540668219.950946
-0.5485875993309627,-0.39696760601299375,0.5290762633496835,0.0,0.0,45.0,1140,1140,1190,5.9465648854961835,-4.908396946564886,17.30534351145038,1540668219.966494
-0.5778494506208365,-0.4077708597546784,0.4947538788912628,0.0,0.0,45.0,1140,1140,1190,-3.045801526717557,0.12213740458015267,-1.7404580152671756,1540668219.983283
-0.6432122870488968,-0.6123187293518403,0.3834286553170772,0.0,0.0,45.0,1140,1140,1190,-5.259541984732825,-11.65648854961832,-6.442748091603053,1540668219.999885
-0.5045830496780807,-0.6151608340077772,0.6715946997524999,0.0,0.0,45.0,1140,1140,1190,6.900763358778626,0.6030534351145038,17.34351145038168,1540668220.016992
-0.6834294915380659,-0.48276674984491724,0.3814088343230876,0.0,0.0,45.0,1140,1140,1190,-11.610687022900763,8.412213740458014,-16.427480916030536,1540668220.033797
-0.6744011222527243,-0.602131818129875,0.5663015791970846,0.0,0.0,45.0,1140,1140,1190,-0.7404580152671756,-6.473282442748092,11.541984732824428,1540668220.050466
-0.6107981160510705,-0.5308253625927417,0.8552333132522084,0.0,0.0,45.0,1140,1140,1190,2.633587786259542,5.1679389312977095,18.137404580152673,1540668220.067053
-0.7722748810163217,-0.4473478631677208,0.49993909496588307,0.0,0.0,45.0,1140,1140,1190,-10.916030534351146,5.748091603053435,-20.862595419847327,1540668220.083588
-0.7056064912043654,-0.5587654288415622,0.7064496460608451,0.0,0.0,45.0,1140,1140,1190,2.6717557251908395,-5.847328244274809,12.587786259541986,1540668220.100347
-0.7493789967236535,-0.44594518480220724,0.8000688180427781,0.0,0.0,45.0,1140,1140,1190,-3.8473282442748094,7.366412213740458,5.793893129770993,1540668220.117395
